 (1.62659,-2.90339)
 (1.62634,-2.90272)
 (1.6261,-2.90205)
 (1.62586,-2.90137)
 (1.62562,-2.9007)
 (1.62537,-2.90003)
 (1.62513,-2.89936)
 (1.62489,-2.89869)
 (1.62465,-2.89802)
 (1.6244,-2.89735)
 (1.62416,-2.89668)
 (1.62392,-2.89601)
 (1.62368,-2.89534)
 (1.62344,-2.89467)
 (1.6232,-2.89401)
 (1.62295,-2.89334)
 (1.62271,-2.89267)
 (1.62247,-2.892)
 (1.62223,-2.89133)
 (1.62199,-2.89067)
 (1.62175,-2.89)
 (1.62151,-2.88933)
 (1.62127,-2.88867)
 (1.62103,-2.888)
 (1.62079,-2.88734)
 (1.62055,-2.88667)
 (1.62031,-2.88601)
 (1.62007,-2.88534)
 (1.61983,-2.88468)
 (1.61959,-2.88401)
 (1.61935,-2.88335)
 (1.61911,-2.88269)
 (1.61887,-2.88202)
 (1.61863,-2.88136)
 (1.61839,-2.8807)
 (1.61815,-2.88004)
 (1.61791,-2.87937)
 (1.61767,-2.87871)
 (1.61743,-2.87805)
 (1.61719,-2.87739)
 (1.61695,-2.87673)
 (1.61671,-2.87607)
 (1.61647,-2.87541)
 (1.61624,-2.87475)
 (1.616,-2.87409)
 (1.61576,-2.87343)
 (1.61552,-2.87277)
 (1.61528,-2.87211)
 (1.61504,-2.87145)
 (1.61481,-2.87079)
 (1.61457,-2.87013)
 (1.61433,-2.86948)
 (1.61409,-2.86882)
 (1.61385,-2.86816)
 (1.61362,-2.8675)
 (1.61338,-2.86685)
 (1.61314,-2.86619)
 (1.6129,-2.86554)
 (1.61267,-2.86488)
 (1.61243,-2.86422)
 (1.61219,-2.86357)
 (1.61196,-2.86291)
 (1.61172,-2.86226)
 (1.61148,-2.8616)
 (1.61125,-2.86095)
 (1.61101,-2.8603)
 (1.61077,-2.85964)
 (1.61054,-2.85899)
 (1.6103,-2.85834)
 (1.61006,-2.85768)
 (1.60983,-2.85703)
 (1.60959,-2.85638)
 (1.60936,-2.85573)
 (1.60912,-2.85508)
 (1.60889,-2.85442)
 (1.60865,-2.85377)
 (1.60841,-2.85312)
 (1.60818,-2.85247)
 (1.60794,-2.85182)
 (1.60771,-2.85117)
 (1.60747,-2.85052)
 (1.60724,-2.84987)
 (1.607,-2.84922)
 (1.60677,-2.84857)
 (1.60653,-2.84793)
 (1.6063,-2.84728)
 (1.60606,-2.84663)
 (1.60583,-2.84598)
 (1.6056,-2.84533)
 (1.60536,-2.84469)
 (1.60513,-2.84404)
 (1.60489,-2.84339)
 (1.60466,-2.84275)
 (1.60443,-2.8421)
 (1.60419,-2.84146)
 (1.60396,-2.84081)
 (1.60372,-2.84016)
 (1.60349,-2.83952)
 (1.60326,-2.83888)
 (1.60302,-2.83823)
 (1.60279,-2.83759)
 (1.60256,-2.83694)
 (1.60232,-2.8363)
 (1.60209,-2.83566)
 (1.60186,-2.83501)
 (1.60163,-2.83437)
 (1.60139,-2.83373)
 (1.60116,-2.83309)
 (1.60093,-2.83244)
 (1.6007,-2.8318)
 (1.60046,-2.83116)
 (1.60023,-2.83052)
 (1.6,-2.82988)
 (1.59977,-2.82924)
 (1.59954,-2.8286)
 (1.5993,-2.82796)
 (1.59907,-2.82732)
 (1.59884,-2.82668)
 (1.59861,-2.82604)
 (1.59838,-2.8254)
 (1.59815,-2.82476)
 (1.59792,-2.82412)
 (1.59768,-2.82348)
 (1.59745,-2.82285)
 (1.59722,-2.82221)
 (1.59699,-2.82157)
 (1.59676,-2.82093)
 (1.59653,-2.8203)
 (1.5963,-2.81966)
 (1.59607,-2.81903)
 (1.59584,-2.81839)
 (1.59561,-2.81775)
 (1.59538,-2.81712)
 (1.59515,-2.81648)
 (1.59492,-2.81585)
 (1.59469,-2.81521)
 (1.59446,-2.81458)
 (1.59423,-2.81395)
 (1.594,-2.81331)
 (1.59377,-2.81268)
 (1.59354,-2.81204)
 (1.59331,-2.81141)
 (1.59308,-2.81078)
 (1.59285,-2.81015)
 (1.59262,-2.80951)
 (1.59239,-2.80888)
 (1.59216,-2.80825)
 (1.59193,-2.80762)
 (1.59171,-2.80699)
 (1.59148,-2.80636)
 (1.59125,-2.80573)
 (1.59102,-2.8051)
 (1.59079,-2.80447)
 (1.59056,-2.80384)
 (1.59034,-2.80321)
 (1.59011,-2.80258)
 (1.58988,-2.80195)
 (1.58965,-2.80132)
 (1.58942,-2.80069)
 (1.5892,-2.80006)
 (1.58897,-2.79943)
 (1.58874,-2.79881)
 (1.58851,-2.79818)
 (1.58829,-2.79755)
 (1.58806,-2.79693)
 (1.58783,-2.7963)
 (1.5876,-2.79567)
 (1.58738,-2.79505)
 (1.58715,-2.79442)
 (1.58692,-2.79379)
 (1.5867,-2.79317)
 (1.58647,-2.79254)
 (1.58624,-2.79192)
 (1.58602,-2.79129)
 (1.58579,-2.79067)
 (1.58556,-2.79005)
 (1.58534,-2.78942)
 (1.58511,-2.7888)
 (1.58488,-2.78818)
 (1.58466,-2.78755)
 (1.58443,-2.78693)
 (1.58421,-2.78631)
 (1.58398,-2.78569)
 (1.58376,-2.78506)
 (1.58353,-2.78444)
 (1.58331,-2.78382)
 (1.58308,-2.7832)
 (1.58285,-2.78258)
 (1.58263,-2.78196)
 (1.5824,-2.78134)
 (1.58218,-2.78072)
 (1.58195,-2.7801)
 (1.58173,-2.77948)
 (1.5815,-2.77886)
 (1.58128,-2.77824)
 (1.58106,-2.77762)
 (1.58083,-2.777)
 (1.58061,-2.77638)
 (1.58038,-2.77577)
 (1.58016,-2.77515)
 (1.57993,-2.77453)
 (1.57971,-2.77391)
 (1.57949,-2.7733)
 (1.57926,-2.77268)
 (1.57904,-2.77206)
 (1.57881,-2.77145)
 (1.57859,-2.77083)
 (1.57837,-2.77021)
 (1.57814,-2.7696)
 (1.57792,-2.76898)
 (1.5777,-2.76837)
 (1.57747,-2.76775)
 (1.57725,-2.76714)
 (1.57703,-2.76653)
 (1.57681,-2.76591)
 (1.57658,-2.7653)
 (1.57636,-2.76468)
 (1.57614,-2.76407)
 (1.57592,-2.76346)
 (1.57569,-2.76285)
 (1.57547,-2.76223)
 (1.57525,-2.76162)
 (1.57503,-2.76101)
 (1.5748,-2.7604)
 (1.57458,-2.75979)
 (1.57436,-2.75917)
 (1.57414,-2.75856)
 (1.57392,-2.75795)
 (1.57369,-2.75734)
 (1.57347,-2.75673)
 (1.57325,-2.75612)
 (1.57303,-2.75551)
 (1.57281,-2.7549)
 (1.57259,-2.75429)
 (1.57237,-2.75369)
 (1.57215,-2.75308)
 (1.57192,-2.75247)
 (1.5717,-2.75186)
 (1.57148,-2.75125)
 (1.57126,-2.75064)
 (1.57104,-2.75004)
 (1.57082,-2.74943)
 (1.5706,-2.74882)
 (1.57038,-2.74822)
 (1.57016,-2.74761)
 (1.56994,-2.747)
 (1.56972,-2.7464)
 (1.5695,-2.74579)
 (1.56928,-2.74519)
 (1.56906,-2.74458)
 (1.56884,-2.74398)
 (1.56862,-2.74337)
 (1.5684,-2.74277)
 (1.56818,-2.74216)
 (1.56796,-2.74156)
 (1.56774,-2.74096)
 (1.56752,-2.74035)
 (1.5673,-2.73975)
 (1.56708,-2.73915)
 (1.56687,-2.73854)
 (1.56665,-2.73794)
 (1.56643,-2.73734)
 (1.56621,-2.73674)
 (1.56599,-2.73614)
 (1.56577,-2.73554)
 (1.56555,-2.73493)
 (1.56534,-2.73433)
 (1.56512,-2.73373)
 (1.5649,-2.73313)
 (1.56468,-2.73253)
 (1.56446,-2.73193)
 (1.56424,-2.73133)
 (1.56403,-2.73073)
 (1.56381,-2.73013)
 (1.56359,-2.72953)
 (1.56337,-2.72894)
 (1.56316,-2.72834)
 (1.56294,-2.72774)
 (1.56272,-2.72714)
 (1.5625,-2.72654)
 (1.56229,-2.72595)
 (1.56207,-2.72535)
 (1.56185,-2.72475)
 (1.56164,-2.72416)
 (1.56142,-2.72356)
 (1.5612,-2.72296)
 (1.56098,-2.72237)
 (1.56077,-2.72177)
 (1.56055,-2.72118)
 (1.56034,-2.72058)
 (1.56012,-2.71998)
 (1.5599,-2.71939)
 (1.55969,-2.7188)
 (1.55947,-2.7182)
 (1.55925,-2.71761)
 (1.55904,-2.71701)
 (1.55882,-2.71642)
 (1.55861,-2.71583)
 (1.55839,-2.71523)
 (1.55818,-2.71464)
 (1.55796,-2.71405)
 (1.55774,-2.71346)
 (1.55753,-2.71286)
 (1.55731,-2.71227)
 (1.5571,-2.71168)
 (1.55688,-2.71109)
 (1.55667,-2.7105)
 (1.55645,-2.70991)
 (1.55624,-2.70932)
 (1.55602,-2.70873)
 (1.55581,-2.70814)
 (1.55559,-2.70755)
 (1.55538,-2.70696)
 (1.55517,-2.70637)
 (1.55495,-2.70578)
 (1.55474,-2.70519)
 (1.55452,-2.7046)
 (1.55431,-2.70401)
 (1.55409,-2.70342)
 (1.55388,-2.70283)
 (1.55367,-2.70225)
 (1.55345,-2.70166)
 (1.55324,-2.70107)
 (1.55303,-2.70048)
 (1.55281,-2.6999)
 (1.5526,-2.69931)
 (1.55238,-2.69872)
 (1.55217,-2.69814)
 (1.55196,-2.69755)
 (1.55174,-2.69697)
 (1.55153,-2.69638)
 (1.55132,-2.6958)
 (1.55111,-2.69521)
 (1.55089,-2.69463)
 (1.55068,-2.69404)
 (1.55047,-2.69346)
 (1.55026,-2.69287)
 (1.55004,-2.69229)
 (1.54983,-2.69171)
 (1.54962,-2.69112)
 (1.54941,-2.69054)
 (1.54919,-2.68996)
 (1.54898,-2.68937)
 (1.54877,-2.68879)
 (1.54856,-2.68821)
 (1.54835,-2.68763)
 (1.54813,-2.68705)
 (1.54792,-2.68646)
 (1.54771,-2.68588)
 (1.5475,-2.6853)
 (1.54729,-2.68472)
 (1.54708,-2.68414)
 (1.54686,-2.68356)
 (1.54665,-2.68298)
 (1.54644,-2.6824)
 (1.54623,-2.68182)
 (1.54602,-2.68124)
 (1.54581,-2.68066)
 (1.5456,-2.68008)
 (1.54539,-2.67951)
 (1.54518,-2.67893)
 (1.54497,-2.67835)
 (1.54476,-2.67777)
 (1.54455,-2.67719)
 (1.54434,-2.67662)
 (1.54413,-2.67604)
 (1.54392,-2.67546)
 (1.54371,-2.67489)
 (1.5435,-2.67431)
 (1.54329,-2.67373)
 (1.54308,-2.67316)
 (1.54287,-2.67258)
 (1.54266,-2.67201)
 (1.54245,-2.67143)
 (1.54224,-2.67085)
 (1.54203,-2.67028)
 (1.54182,-2.66971)
 (1.54161,-2.66913)
 (1.5414,-2.66856)
 (1.54119,-2.66798)
 (1.54098,-2.66741)
 (1.54077,-2.66684)
 (1.54056,-2.66626)
 (1.54035,-2.66569)
 (1.54015,-2.66512)
 (1.53994,-2.66454)
 (1.53973,-2.66397)
 (1.53952,-2.6634)
 (1.53931,-2.66283)
 (1.5391,-2.66226)
 (1.5389,-2.66168)
 (1.53869,-2.66111)
 (1.53848,-2.66054)
 (1.53827,-2.65997)
 (1.53806,-2.6594)
 (1.53786,-2.65883)
 (1.53765,-2.65826)
 (1.53744,-2.65769)
 (1.53723,-2.65712)
 (1.53702,-2.65655)
 (1.53682,-2.65598)
 (1.53661,-2.65541)
 (1.5364,-2.65484)
 (1.5362,-2.65428)
 (1.53599,-2.65371)
 (1.53578,-2.65314)
 (1.53557,-2.65257)
 (1.53537,-2.652)
 (1.53516,-2.65144)
 (1.53495,-2.65087)
 (1.53475,-2.6503)
 (1.53454,-2.64974)
 (1.53433,-2.64917)
 (1.53413,-2.6486)
 (1.53392,-2.64804)
 (1.53371,-2.64747)
 (1.53351,-2.64691)
 (1.5333,-2.64634)
 (1.5331,-2.64577)
 (1.53289,-2.64521)
 (1.53268,-2.64465)
 (1.53248,-2.64408)
 (1.53227,-2.64352)
 (1.53207,-2.64295)
 (1.53186,-2.64239)
 (1.53166,-2.64183)
 (1.53145,-2.64126)
 (1.53125,-2.6407)
 (1.53104,-2.64014)
 (1.53083,-2.63957)
 (1.53063,-2.63901)
 (1.53042,-2.63845)
 (1.53022,-2.63789)
 (1.53001,-2.63732)
 (1.52981,-2.63676)
 (1.52961,-2.6362)
 (1.5294,-2.63564)
 (1.5292,-2.63508)
 (1.52899,-2.63452)
 (1.52879,-2.63396)
 (1.52858,-2.6334)
 (1.52838,-2.63284)
 (1.52817,-2.63228)
 (1.52797,-2.63172)
 (1.52777,-2.63116)
 (1.52756,-2.6306)
 (1.52736,-2.63004)
 (1.52715,-2.62948)
 (1.52695,-2.62892)
